Found 2102 Java files to convert
[1585/2102] ✓ Converted: IAnimListener.java → converted/include/zombie/core/skinnedmodel/animation/IAnimListener.h
[1586/2102] ✓ Converted: AnimationTrack.java → converted/include/zombie/core/skinnedmodel/animation/AnimationTrack.h
[1587/2102] ✓ Converted: AnimationBoneBinding.java → converted/include/zombie/core/skinnedmodel/animation/AnimationBoneBinding.h
[1588/2102] ✓ Converted: BoneAxis.java → converted/include/zombie/core/skinnedmodel/animation/BoneAxis.h
[1589/2102] ✓ Converted: AnimationPlayer.java → converted/include/zombie/core/skinnedmodel/animation/AnimationPlayer.h
[1590/2102] ✓ Converted: ModelTransformSampler.java → converted/include/zombie/core/skinnedmodel/animation/ModelTransformSampler.h
[1591/2102] ✓ Converted: HumanVisual.java → converted/include/zombie/core/skinnedmodel/visual/HumanVisual.h
[1592/2102] ✓ Converted: ItemVisual.java → converted/include/zombie/core/skinnedmodel/visual/ItemVisual.h
[1593/2102] ✓ Converted: BaseVisual.java → converted/include/zombie/core/skinnedmodel/visual/BaseVisual.h
[1594/2102] ✓ Converted: ItemVisuals.java → converted/include/zombie/core/skinnedmodel/visual/ItemVisuals.h
[1595/2102] ✓ Converted: IHumanVisual.java → converted/include/zombie/core/skinnedmodel/visual/IHumanVisual.h
[1596/2102] ✓ Converted: AiSceneAsset.java → converted/include/zombie/core/skinnedmodel/model/AiSceneAsset.h
[1597/2102] ✓ Converted: Vbo.java → converted/include/zombie/core/skinnedmodel/model/Vbo.h
[1598/2102] ✓ Converted: ModelTxt.java → converted/include/zombie/core/skinnedmodel/model/ModelTxt.h
[1599/2102] ✓ Converted: VehicleSubModelInstance.java → converted/include/zombie/core/skinnedmodel/model/VehicleSubModelInstance.h
[1600/2102] ✓ Converted: ModelSlotDebugRenderData.java → converted/include/zombie/core/skinnedmodel/model/ModelSlotDebugRenderData.h
[1601/2102] ✓ Converted: FileTask_LoadAnimation.java → converted/include/zombie/core/skinnedmodel/model/FileTask_LoadAnimation.h
[1602/2102] ✓ Converted: VertexPositionNormalTangentTexture.java → converted/include/zombie/core/skinnedmodel/model/VertexPositionNormalTangentTexture.h
[1603/2102] ✓ Converted: VertexDefinitions.java → converted/include/zombie/core/skinnedmodel/model/VertexDefinitions.h
[1604/2102] ✓ Converted: HeightTerrain.java → converted/include/zombie/core/skinnedmodel/model/HeightTerrain.h
[1605/2102] ✓ Converted: SoftwareModelMesh.java → converted/include/zombie/core/skinnedmodel/model/SoftwareModelMesh.h
[1606/2102] ✓ Converted: SoftwareModelMeshInstance.java → converted/include/zombie/core/skinnedmodel/model/SoftwareModelMeshInstance.h
[1607/2102] ✓ Converted: WorldItemAtlas.java → converted/include/zombie/core/skinnedmodel/model/WorldItemAtlas.h
[1608/2102] ✓ Converted: ModelInstanceRenderData.java → converted/include/zombie/core/skinnedmodel/model/ModelInstanceRenderData.h
[1609/2102] ✓ Converted: FileTask_LoadMesh.java → converted/include/zombie/core/skinnedmodel/model/FileTask_LoadMesh.h
[1610/2102] ✓ Converted: UInt4.java → converted/include/zombie/core/skinnedmodel/model/UInt4.h
[1611/2102] ✓ Converted: VertexPositionNormalTextureColor.java → converted/include/zombie/core/skinnedmodel/model/VertexPositionNormalTextureColor.h
[1612/2102] ✓ Converted: ModelAssetManager.java → converted/include/zombie/core/skinnedmodel/model/ModelAssetManager.h
[1613/2102] ✓ Converted: VertexStride.java → converted/include/zombie/core/skinnedmodel/model/VertexStride.h
[1614/2102] ✓ Converted: ModelInstance.java → converted/include/zombie/core/skinnedmodel/model/ModelInstance.h
[1615/2102] ✓ Converted: CharacterMask.java → converted/include/zombie/core/skinnedmodel/model/CharacterMask.h
[1616/2102] ✓ Converted: ModelFileExtensionType.java → converted/include/zombie/core/skinnedmodel/model/ModelFileExtensionType.h
[1617/2102] ✓ Converted: VehicleModelInstance.java → converted/include/zombie/core/skinnedmodel/model/VehicleModelInstance.h
[1618/2102] ✓ Converted: Model.java → converted/include/zombie/core/skinnedmodel/model/Model.h
[1619/2102] ✓ Converted: MeshAssetManager.java → converted/include/zombie/core/skinnedmodel/model/MeshAssetManager.h
[1620/2102] ✓ Converted: AnimationAsset.java → converted/include/zombie/core/skinnedmodel/model/AnimationAsset.h
[1621/2102] ✓ Converted: ModelSlotRenderData.java → converted/include/zombie/core/skinnedmodel/model/ModelSlotRenderData.h
[1622/2102] ✓ Converted: SkinningData.java → converted/include/zombie/core/skinnedmodel/model/SkinningData.h
[1623/2102] ✓ Converted: ModelInstanceTextureInitializer.java → converted/include/zombie/core/skinnedmodel/model/ModelInstanceTextureInitializer.h
[1624/2102] ✓ Converted: ModelInstanceRenderDataList.java → converted/include/zombie/core/skinnedmodel/model/ModelInstanceRenderDataList.h
[1625/2102] ✓ Converted: FileTask_AbstractLoadModel.java → converted/include/zombie/core/skinnedmodel/model/FileTask_AbstractLoadModel.h
[1626/2102] ✓ Converted: SkinningBoneHierarchy.java → converted/include/zombie/core/skinnedmodel/model/SkinningBoneHierarchy.h
[1627/2102] ✓ Converted: WorldItemModelDrawer.java → converted/include/zombie/core/skinnedmodel/model/WorldItemModelDrawer.h
[1628/2102] ✓ Converted: ModelMesh.java → converted/include/zombie/core/skinnedmodel/model/ModelMesh.h
[1629/2102] ✓ Converted: VertexPositionNormalTangentTextureSkin.java → converted/include/zombie/core/skinnedmodel/model/VertexPositionNormalTangentTextureSkin.h
[1630/2102] ✓ Converted: ModelInstanceTextureCreator.java → converted/include/zombie/core/skinnedmodel/model/ModelInstanceTextureCreator.h
[1631/2102] ✓ Converted: ModelLoader.java → converted/include/zombie/core/skinnedmodel/model/ModelLoader.h
[1632/2102] ✓ Converted: AnimationAssetManager.java → converted/include/zombie/core/skinnedmodel/model/AnimationAssetManager.h
[1633/2102] ✓ Converted: ModelOutlines.java → converted/include/zombie/core/skinnedmodel/model/ModelOutlines.h
[1634/2102] ✓ Converted: ModelInstanceDebugRenderData.java → converted/include/zombie/core/skinnedmodel/model/ModelInstanceDebugRenderData.h
[1635/2102] ✓ Converted: Material.java → converted/include/zombie/core/skinnedmodel/model/Material.h
[1636/2102] ✓ Converted: SkinningBone.java → converted/include/zombie/core/skinnedmodel/model/SkinningBone.h
[1637/2102] ✓ Converted: VertexBufferObject.java → converted/include/zombie/core/skinnedmodel/model/VertexBufferObject.h
[1638/2102] ✓ Converted: AiSceneAssetManager.java → converted/include/zombie/core/skinnedmodel/model/AiSceneAssetManager.h
[1639/2102] ✓ Converted: RuntimeAnimationScript.java → converted/include/zombie/core/skinnedmodel/runtime/RuntimeAnimationScript.h
[1640/2102] ✓ Converted: CopyFrame.java → converted/include/zombie/core/skinnedmodel/runtime/CopyFrame.h
[1641/2102] ✓ Converted: IRuntimeAnimationCommand.java → converted/include/zombie/core/skinnedmodel/runtime/IRuntimeAnimationCommand.h
[1642/2102] ✓ Converted: KeyframeUtil.java → converted/include/zombie/core/skinnedmodel/runtime/KeyframeUtil.h
[1643/2102] ✓ Converted: CopyFrames.java → converted/include/zombie/core/skinnedmodel/runtime/CopyFrames.h
[1644/2102] ✓ Converted: AnimatorDebugMonitor.java → converted/include/zombie/core/skinnedmodel/advancedanimation/debug/AnimatorDebugMonitor.h
[1645/2102] ✓ Converted: AnimationTrackRecordingFrame.java → converted/include/zombie/core/skinnedmodel/animation/debug/AnimationTrackRecordingFrame.h
[1646/2102] ✓ Converted: AnimationNodeRecordingFrame.java → converted/include/zombie/core/skinnedmodel/animation/debug/AnimationNodeRecordingFrame.h
[1647/2102] ✓ Converted: AnimationPlayerRecorder.java → converted/include/zombie/core/skinnedmodel/animation/debug/AnimationPlayerRecorder.h
[1648/2102] ✓ Converted: AnimationVariableRecordingFrame.java → converted/include/zombie/core/skinnedmodel/animation/debug/AnimationVariableRecordingFrame.h
[1649/2102] ✓ Converted: GenericNameWeightRecordingFrame.java → converted/include/zombie/core/skinnedmodel/animation/debug/GenericNameWeightRecordingFrame.h
[1650/2102] ✓ Converted: GenericNameValueRecordingFrame.java → converted/include/zombie/core/skinnedmodel/animation/debug/GenericNameValueRecordingFrame.h
[1651/2102] ✓ Converted: SharedSkeleAnimationRepository.java → converted/include/zombie/core/skinnedmodel/animation/sharedskele/SharedSkeleAnimationRepository.h
[1652/2102] ✓ Converted: SharedSkeleAnimationTrack.java → converted/include/zombie/core/skinnedmodel/animation/sharedskele/SharedSkeleAnimationTrack.h
[1653/2102] ✓ Converted: ProcessedAiScene.java → converted/include/zombie/core/skinnedmodel/model/jassimp/ProcessedAiScene.h
[1654/2102] ✓ Converted: ImportedSkinnedMesh.java → converted/include/zombie/core/skinnedmodel/model/jassimp/ImportedSkinnedMesh.h
[1655/2102] ✓ Converted: ImportedSkeleton.java → converted/include/zombie/core/skinnedmodel/model/jassimp/ImportedSkeleton.h
[1656/2102] ✓ Converted: ImportedStaticMesh.java → converted/include/zombie/core/skinnedmodel/model/jassimp/ImportedStaticMesh.h
[1657/2102] ✓ Converted: JAssImpImporter.java → converted/include/zombie/core/skinnedmodel/model/jassimp/JAssImpImporter.h
[1658/2102] ✓ Converted: ImportedSkeletonParams.java → converted/include/zombie/core/skinnedmodel/model/jassimp/ImportedSkeletonParams.h
[1659/2102] ✓ Converted: ProcessedAiSceneParams.java → converted/include/zombie/core/skinnedmodel/model/jassimp/ProcessedAiSceneParams.h
[1660/2102] ✓ Converted: ReplaceProvider.java → converted/include/zombie/text/templating/ReplaceProvider.h
[1661/2102] ✓ Converted: IReplaceProvider.java → converted/include/zombie/text/templating/IReplaceProvider.h
[1662/2102] ✓ Converted: TemplateTextBuilder.java → converted/include/zombie/text/templating/TemplateTextBuilder.h
[1663/2102] ✓ Converted: ReplaceList.java → converted/include/zombie/text/templating/ReplaceList.h
[1664/2102] ✓ Converted: ReplaceProviderLua.java → converted/include/zombie/text/templating/ReplaceProviderLua.h
[1665/2102] ✓ Converted: ReplaceSingle.java → converted/include/zombie/text/templating/ReplaceSingle.h
[1666/2102] ✓ Converted: IReplace.java → converted/include/zombie/text/templating/IReplace.h
[1667/2102] ✓ Converted: TemplateText.java → converted/include/zombie/text/templating/TemplateText.h
[1668/2102] ✓ Converted: ITemplateBuilder.java → converted/include/zombie/text/templating/ITemplateBuilder.h
[1669/2102] ✓ Converted: ReplaceProviderCharacter.java → converted/include/zombie/text/templating/ReplaceProviderCharacter.h
[1670/2102] ✓ Converted: ChatServer.java → converted/include/zombie/network/chat/ChatServer.h
[1671/2102] ✓ Converted: ChatType.java → converted/include/zombie/network/chat/ChatType.h
[1672/2102] ✓ Converted: AddXp.java → converted/include/zombie/network/packets/AddXp.h
[1673/2102] ✓ Converted: StopSoundPacket.java → converted/include/zombie/network/packets/StopSoundPacket.h
[1674/2102] ✓ Converted: RemoveCorpseFromMap.java → converted/include/zombie/network/packets/RemoveCorpseFromMap.h
[1675/2102] ✓ Converted: Disinfect.java → converted/include/zombie/network/packets/Disinfect.h
[1676/2102] ✓ Converted: ActionPacket.java → converted/include/zombie/network/packets/ActionPacket.h
[1677/2102] ✓ Converted: SyncSafehousePacket.java → converted/include/zombie/network/packets/SyncSafehousePacket.h
[1678/2102] ✓ Converted: PlayerDataRequestPacket.java → converted/include/zombie/network/packets/PlayerDataRequestPacket.h
[1679/2102] ✓ Converted: CleanBurn.java → converted/include/zombie/network/packets/CleanBurn.h
[1680/2102] ✓ Converted: RemoveGlass.java → converted/include/zombie/network/packets/RemoveGlass.h
[1681/2102] ✓ Converted: RemoveBullet.java → converted/include/zombie/network/packets/RemoveBullet.h
[1682/2102] ✓ Converted: SafetyPacket.java → converted/include/zombie/network/packets/SafetyPacket.h
[1683/2102] ✓ Converted: SyncClothingPacket.java → converted/include/zombie/network/packets/SyncClothingPacket.h
[1684/2102] ✓ Converted: EventPacket.java → converted/include/zombie/network/packets/EventPacket.h
[1685/2102] ✓ Converted: Stitch.java → converted/include/zombie/network/packets/Stitch.h
[1686/2102] ✓ Converted: PlaySoundPacket.java → converted/include/zombie/network/packets/PlaySoundPacket.h
[1687/2102] ✓ Converted: SyncNonPvpZonePacket.java → converted/include/zombie/network/packets/SyncNonPvpZonePacket.h
[1688/2102] ✓ Converted: ValidatePacket.java → converted/include/zombie/network/packets/ValidatePacket.h
[1689/2102] ✓ Converted: PlayWorldSoundPacket.java → converted/include/zombie/network/packets/PlayWorldSoundPacket.h
[1690/2102] ✓ Converted: VehicleAuthorizationPacket.java → converted/include/zombie/network/packets/VehicleAuthorizationPacket.h
[1691/2102] ✓ Converted: DeadPlayerPacket.java → converted/include/zombie/network/packets/DeadPlayerPacket.h
[1692/2102] ✓ Converted: PlayerID.java → converted/include/zombie/network/packets/PlayerID.h
[1693/2102] ✓ Converted: StartFire.java → converted/include/zombie/network/packets/StartFire.h
[1694/2102] ✓ Converted: DeadZombiePacket.java → converted/include/zombie/network/packets/DeadZombiePacket.h
[1695/2102] ✓ Converted: SyncInjuriesPacket.java → converted/include/zombie/network/packets/SyncInjuriesPacket.h
[1696/2102] ✓ Converted: PlayerVariables.java → converted/include/zombie/network/packets/PlayerVariables.h
[1697/2102] ✓ Converted: WaveSignal.java → converted/include/zombie/network/packets/WaveSignal.h
[1698/2102] ✓ Converted: PlayerPacket.java → converted/include/zombie/network/packets/PlayerPacket.h
[1699/2102] ✓ Converted: INetworkPacket.java → converted/include/zombie/network/packets/INetworkPacket.h
[1700/2102] ✓ Converted: RequestDataPacket.java → converted/include/zombie/network/packets/RequestDataPacket.h
[1701/2102] ✓ Converted: DeadCharacterPacket.java → converted/include/zombie/network/packets/DeadCharacterPacket.h
[1702/2102] ✓ Converted: ZombiePacket.java → converted/include/zombie/network/packets/ZombiePacket.h
[1703/2102] ✓ Converted: Player.java → converted/include/zombie/network/packets/hit/Player.h
[1704/2102] ✓ Converted: HitCharacterPacket.java → converted/include/zombie/network/packets/hit/HitCharacterPacket.h
[1705/2102] ✓ Converted: Fall.java → converted/include/zombie/network/packets/hit/Fall.h
[1706/2102] ✓ Converted: PlayerHitSquarePacket.java → converted/include/zombie/network/packets/hit/PlayerHitSquarePacket.h
[1707/2102] ✓ Converted: ZombieHitPlayerPacket.java → converted/include/zombie/network/packets/hit/ZombieHitPlayerPacket.h
[1708/2102] ✓ Converted: PlayerHitVehiclePacket.java → converted/include/zombie/network/packets/hit/PlayerHitVehiclePacket.h
[1709/2102] ✓ Converted: VehicleHitPacket.java → converted/include/zombie/network/packets/hit/VehicleHitPacket.h
[1710/2102] ✓ Converted: Zombie.java → converted/include/zombie/network/packets/hit/Zombie.h
[1711/2102] ✓ Converted: VehicleHit.java → converted/include/zombie/network/packets/hit/VehicleHit.h
[1712/2102] ✓ Converted: PlayerHitZombiePacket.java → converted/include/zombie/network/packets/hit/PlayerHitZombiePacket.h
[1713/2102] ✓ Converted: MovingObject.java → converted/include/zombie/network/packets/hit/MovingObject.h
[1714/2102] ✓ Converted: AttackVars.java → converted/include/zombie/network/packets/hit/AttackVars.h
[1715/2102] ✓ Converted: IMovable.java → converted/include/zombie/network/packets/hit/IMovable.h
[1716/2102] ✓ Converted: HitInfo.java → converted/include/zombie/network/packets/hit/HitInfo.h
[1717/2102] ✓ Converted: NetObject.java → converted/include/zombie/network/packets/hit/NetObject.h
[1718/2102] ✓ Converted: Hit.java → converted/include/zombie/network/packets/hit/Hit.h
[1719/2102] ✓ Converted: VehicleHitPlayerPacket.java → converted/include/zombie/network/packets/hit/VehicleHitPlayerPacket.h
[1720/2102] ✓ Converted: Instance.java → converted/include/zombie/network/packets/hit/Instance.h
[1721/2102] ✓ Converted: PlayerHitPlayerPacket.java → converted/include/zombie/network/packets/hit/PlayerHitPlayerPacket.h
[1722/2102] ✓ Converted: PlayerItem.java → converted/include/zombie/network/packets/hit/PlayerItem.h
[1723/2102] ✓ Converted: Weapon.java → converted/include/zombie/network/packets/hit/Weapon.h
[1724/2102] ✓ Converted: VehicleHitZombiePacket.java → converted/include/zombie/network/packets/hit/VehicleHitZombiePacket.h
[1725/2102] ✓ Converted: IPositional.java → converted/include/zombie/network/packets/hit/IPositional.h
[1726/2102] ✓ Converted: Square.java → converted/include/zombie/network/packets/hit/Square.h
[1727/2102] ✓ Converted: WeaponHit.java → converted/include/zombie/network/packets/hit/WeaponHit.h
[1728/2102] ✓ Converted: Vehicle.java → converted/include/zombie/network/packets/hit/Vehicle.h
[1729/2102] ✓ Converted: Character.java → converted/include/zombie/network/packets/hit/Character.h
[1730/2102] ✓ Converted: PlayerBodyPart.java → converted/include/zombie/network/packets/hit/PlayerBodyPart.h
[1731/2102] ✓ Converted: Bite.java → converted/include/zombie/network/packets/hit/Bite.h
[1732/2102] ✓ Converted: Perk.java → converted/include/zombie/network/packets/hit/Perk.h
[1733/2102] ✓ Converted: PlayerHitPacket.java → converted/include/zombie/network/packets/hit/PlayerHitPacket.h
[1734/2102] ✓ Converted: Physics.java → converted/include/zombie/network/packets/vehicle/Physics.h
[1735/2102] ✓ Converted: ComboItem.java → converted/include/zombie/inventory/types/ComboItem.h
[1736/2102] ✓ Converted: HandWeapon.java → converted/include/zombie/inventory/types/HandWeapon.h
[1737/2102] ✓ Converted: Key.java → converted/include/zombie/inventory/types/Key.h
[1738/2102] ✓ Converted: Radio.java → converted/include/zombie/inventory/types/Radio.h
[1739/2102] ✓ Converted: DrainableComboItem.java → converted/include/zombie/inventory/types/DrainableComboItem.h
[1740/2102] ✓ Converted: InventoryContainer.java → converted/include/zombie/inventory/types/InventoryContainer.h
[1741/2102] ✓ Converted: WeaponPart.java → converted/include/zombie/inventory/types/WeaponPart.h
[1742/2102] ✓ Converted: Food.java → converted/include/zombie/inventory/types/Food.h
[1743/2102] ✓ Converted: Literature.java → converted/include/zombie/inventory/types/Literature.h
[1744/2102] ✓ Converted: AlarmClockClothing.java → converted/include/zombie/inventory/types/AlarmClockClothing.h
[1745/2102] ✓ Converted: WeaponType.java → converted/include/zombie/inventory/types/WeaponType.h
[1746/2102] ✓ Converted: KeyRing.java → converted/include/zombie/inventory/types/KeyRing.h
[1747/2102] ✓ Converted: MapItem.java → converted/include/zombie/inventory/types/MapItem.h
[1748/2102] ✓ Converted: Clothing.java → converted/include/zombie/inventory/types/Clothing.h
[1749/2102] ✓ Converted: Moveable.java → converted/include/zombie/inventory/types/Moveable.h
[1750/2102] ✓ Converted: AlarmClock.java → converted/include/zombie/inventory/types/AlarmClock.h
[1751/2102] ✓ Converted: Drainable.java → converted/include/zombie/inventory/types/Drainable.h
[1752/2102] ✓ Converted: OggPage.java → converted/include/de/jarnbjo/ogg/OggPage.h
[1753/2102] ✓ Converted: BasicStream.java → converted/include/de/jarnbjo/ogg/BasicStream.h
[1754/2102] ✓ Converted: CachedUrlStream.java → converted/include/de/jarnbjo/ogg/CachedUrlStream.h
[1755/2102] ✓ Converted: FileStream.java → converted/include/de/jarnbjo/ogg/FileStream.h
[1756/2102] ✓ Converted: LogicalOggStreamImpl.java → converted/include/de/jarnbjo/ogg/LogicalOggStreamImpl.h
[1757/2102] ✓ Converted: LogicalOggStream.java → converted/include/de/jarnbjo/ogg/LogicalOggStream.h
[1758/2102] ✓ Converted: PhysicalOggStream.java → converted/include/de/jarnbjo/ogg/PhysicalOggStream.h
[1759/2102] ✓ Converted: OggFormatException.java → converted/include/de/jarnbjo/ogg/OggFormatException.h
[1760/2102] ✓ Converted: OnDemandUrlStream.java → converted/include/de/jarnbjo/ogg/OnDemandUrlStream.h
[1761/2102] ✓ Converted: EndOfOggStreamException.java → converted/include/de/jarnbjo/ogg/EndOfOggStreamException.h
[1762/2102] ✓ Converted: UncachedUrlStream.java → converted/include/de/jarnbjo/ogg/UncachedUrlStream.h
[1763/2102] ✓ Converted: CommentHeader.java → converted/include/de/jarnbjo/vorbis/CommentHeader.h
[1764/2102] ✓ Converted: Residue0.java → converted/include/de/jarnbjo/vorbis/Residue0.h
[1765/2102] ✓ Converted: SetupHeader.java → converted/include/de/jarnbjo/vorbis/SetupHeader.h
[1766/2102] ✓ Converted: Floor1.java → converted/include/de/jarnbjo/vorbis/Floor1.h
[1767/2102] ✓ Converted: Residue.java → converted/include/de/jarnbjo/vorbis/Residue.h
[1768/2102] ✓ Converted: Mapping0.java → converted/include/de/jarnbjo/vorbis/Mapping0.h
[1769/2102] ✓ Converted: VorbisAudioFileReader.java → converted/include/de/jarnbjo/vorbis/VorbisAudioFileReader.h
[1770/2102] ✓ Converted: VorbisStream.java → converted/include/de/jarnbjo/vorbis/VorbisStream.h
[1771/2102] ✓ Converted: Floor0.java → converted/include/de/jarnbjo/vorbis/Floor0.h
[1772/2102] ✓ Converted: VorbisFormatException.java → converted/include/de/jarnbjo/vorbis/VorbisFormatException.h
[1773/2102] ✓ Converted: Mode.java → converted/include/de/jarnbjo/vorbis/Mode.h
[1774/2102] ✓ Converted: Residue2.java → converted/include/de/jarnbjo/vorbis/Residue2.h
[1775/2102] ✓ Converted: Util.java → converted/include/de/jarnbjo/vorbis/Util.h
[1776/2102] ✓ Converted: CodeBook.java → converted/include/de/jarnbjo/vorbis/CodeBook.h
[1777/2102] ✓ Converted: AudioPacket.java → converted/include/de/jarnbjo/vorbis/AudioPacket.h
[1778/2102] ✓ Converted: Floor.java → converted/include/de/jarnbjo/vorbis/Floor.h
[1779/2102] ✓ Converted: Residue1.java → converted/include/de/jarnbjo/vorbis/Residue1.h
[1780/2102] ✓ Converted: Mapping.java → converted/include/de/jarnbjo/vorbis/Mapping.h
[1781/2102] ✓ Converted: IdentificationHeader.java → converted/include/de/jarnbjo/vorbis/IdentificationHeader.h
[1782/2102] ✓ Converted: MdctFloat.java → converted/include/de/jarnbjo/vorbis/MdctFloat.h
[1783/2102] ✓ Converted: FadeableAudioInputStream.java → converted/include/de/jarnbjo/util/audio/FadeableAudioInputStream.h
[1784/2102] ✓ Converted: BitInputStream.java → converted/include/de/jarnbjo/util/io/BitInputStream.h
[1785/2102] ✓ Converted: HuffmanNode.java → converted/include/de/jarnbjo/util/io/HuffmanNode.h
[1786/2102] ✓ Converted: ByteArrayBitInputStream.java → converted/include/de/jarnbjo/util/io/ByteArrayBitInputStream.h
[1787/2102] ✓ Converted: Version.java → converted/include/se/krka/kahlua/Version.h
[1788/2102] ✓ Converted: KahluaTableConverter.java → converted/include/se/krka/kahlua/converter/KahluaTableConverter.h
[1789/2102] ✓ Converted: KahluaNumberConverter.java → converted/include/se/krka/kahlua/converter/KahluaNumberConverter.h
[1790/2102] ✓ Converted: MultiLuaToJavaConverter.java → converted/include/se/krka/kahlua/converter/MultiLuaToJavaConverter.h
[1791/2102] ✓ Converted: LuaToJavaConverter.java → converted/include/se/krka/kahlua/converter/LuaToJavaConverter.h
[1792/2102] ✓ Converted: MultiJavaToLuaConverter.java → converted/include/se/krka/kahlua/converter/MultiJavaToLuaConverter.h
[1793/2102] ✓ Converted: JavaToLuaConverter.java → converted/include/se/krka/kahlua/converter/JavaToLuaConverter.h
[1794/2102] ✓ Converted: KahluaConverterManager.java → converted/include/se/krka/kahlua/converter/KahluaConverterManager.h
[1795/2102] ✓ Converted: KahluaEnumConverter.java → converted/include/se/krka/kahlua/converter/KahluaEnumConverter.h
[1796/2102] ✓ Converted: UpValue.java → converted/include/se/krka/kahlua/vm/UpValue.h
[1797/2102] ✓ Converted: Prototype.java → converted/include/se/krka/kahlua/vm/Prototype.h
[1798/2102] ✓ Converted: JavaFunction.java → converted/include/se/krka/kahlua/vm/JavaFunction.h
[1799/2102] ✓ Converted: KahluaThread.java → converted/include/se/krka/kahlua/vm/KahluaThread.h
[1800/2102] ✓ Converted: LuaClosure.java → converted/include/se/krka/kahlua/vm/LuaClosure.h
[1801/2102] ✓ Converted: KahluaTableIterator.java → converted/include/se/krka/kahlua/vm/KahluaTableIterator.h
[1802/2102] ✓ Converted: Platform.java → converted/include/se/krka/kahlua/vm/Platform.h
[1803/2102] ✓ Converted: Coroutine.java → converted/include/se/krka/kahlua/vm/Coroutine.h
[1804/2102] ✓ Converted: KahluaUtil.java → converted/include/se/krka/kahlua/vm/KahluaUtil.h
[1805/2102] ✓ Converted: KahluaTable.java → converted/include/se/krka/kahlua/vm/KahluaTable.h
[1806/2102] ✓ Converted: KahluaException.java → converted/include/se/krka/kahlua/vm/KahluaException.h
[1807/2102] ✓ Converted: LuaCallFrame.java → converted/include/se/krka/kahlua/vm/LuaCallFrame.h
[1808/2102] ✓ Converted: KahluaArray.java → converted/include/se/krka/kahlua/vm/KahluaArray.h
[1809/2102] ✓ Converted: UserdataArray.java → converted/include/se/krka/kahlua/test/UserdataArray.h
[1810/2102] ✓ Converted: MathLib.java → converted/include/se/krka/kahlua/j2se/MathLib.h
[1811/2102] ✓ Converted: J2SEPlatform.java → converted/include/se/krka/kahlua/j2se/J2SEPlatform.h
[1812/2102] ✓ Converted: KahluaTableImpl.java → converted/include/se/krka/kahlua/j2se/KahluaTableImpl.h
[1813/2102] ✓ Converted: LuaCaller.java → converted/include/se/krka/kahlua/integration/LuaCaller.h
[1814/2102] ✓ Converted: LuaSuccess.java → converted/include/se/krka/kahlua/integration/LuaSuccess.h
[1815/2102] ✓ Converted: LuaReturn.java → converted/include/se/krka/kahlua/integration/LuaReturn.h
[1816/2102] ✓ Converted: LuaFail.java → converted/include/se/krka/kahlua/integration/LuaFail.h
[1817/2102] ✓ Converted: StringLib.java → converted/include/se/krka/kahlua/stdlib/StringLib.h
[1818/2102] ✓ Converted: BaseLib.java → converted/include/se/krka/kahlua/stdlib/BaseLib.h
[1819/2102] ✓ Converted: CoroutineLib.java → converted/include/se/krka/kahlua/stdlib/CoroutineLib.h
[1820/2102] ✓ Converted: TableLib.java → converted/include/se/krka/kahlua/stdlib/TableLib.h
[1821/2102] ✓ Converted: OsLib.java → converted/include/se/krka/kahlua/stdlib/OsLib.h
[1822/2102] ✓ Converted: RandomLib.java → converted/include/se/krka/kahlua/stdlib/RandomLib.h
[1823/2102] ✓ Converted: Loadfile.java → converted/include/se/krka/kahlua/require/Loadfile.h
[1824/2102] ✓ Converted: Require.java → converted/include/se/krka/kahlua/require/Require.h
[1825/2102] ✓ Converted: LuaSourceProvider.java → converted/include/se/krka/kahlua/require/LuaSourceProvider.h
[1826/2102] ✓ Converted: VerifiedSingleKahluaThread.java → converted/include/se/krka/kahlua/threading/VerifiedSingleKahluaThread.h
[1827/2102] ✓ Converted: BlockingKahluaThread.java → converted/include/se/krka/kahlua/threading/BlockingKahluaThread.h
[1828/2102] ✓ Converted: Sample.java → converted/include/se/krka/kahlua/profiler/Sample.h
[1829/2102] ✓ Converted: AggregatingProfiler.java → converted/include/se/krka/kahlua/profiler/AggregatingProfiler.h
[1830/2102] ✓ Converted: Profiler.java → converted/include/se/krka/kahlua/profiler/Profiler.h
[1831/2102] ✓ Converted: StacktraceElement.java → converted/include/se/krka/kahlua/profiler/StacktraceElement.h
[1832/2102] ✓ Converted: StacktraceCounter.java → converted/include/se/krka/kahlua/profiler/StacktraceCounter.h
[1833/2102] ✓ Converted: LuaStacktraceElement.java → converted/include/se/krka/kahlua/profiler/LuaStacktraceElement.h
[1834/2102] ✓ Converted: Sampler.java → converted/include/se/krka/kahlua/profiler/Sampler.h
[1835/2102] ✓ Converted: StacktraceNode.java → converted/include/se/krka/kahlua/profiler/StacktraceNode.h
[1836/2102] ✓ Converted: JavaStacktraceElement.java → converted/include/se/krka/kahlua/profiler/JavaStacktraceElement.h
[1837/2102] ✓ Converted: DebugProfiler.java → converted/include/se/krka/kahlua/profiler/DebugProfiler.h
[1838/2102] ✓ Converted: FakeStacktraceElement.java → converted/include/se/krka/kahlua/profiler/FakeStacktraceElement.h
[1839/2102] ✓ Converted: BufferedProfiler.java → converted/include/se/krka/kahlua/profiler/BufferedProfiler.h
[1840/2102] ✓ Converted: LuaDebugDataProcessor.java → converted/include/se/krka/kahlua/integration/processor/LuaDebugDataProcessor.h
